,route_acc,type_acc,cnd_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc,level_acc
2683,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,25,10,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2686,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,26,10,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2688,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,26,10,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2695,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,28,10,2020,ทางตรง,ไม่มีความลาดชัน,5,INJ
2699,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,29,10,2020,ทางตรง,ไม่มีความลาดชัน,5,INJ
2706,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,31,10,2020,ทางโค้งกว้าง,ไม่มีความลาดชัน,2,INJ
2709,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,1,11,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2712,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,2,11,2020,ทางตรง,ไม่มีความลาดชัน,0,INJ
2713,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Partly Cloudy,2,11,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2716,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Fair,2,11,2020,ทางตรง,ไม่มีความลาดชัน,5,INJ
2717,ทางยกระดับบางกอกน้อย - นครชัยศรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,3,11,2020,ทางตรง,ไม่มีความลาดชัน,0,INJ
2718,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,3,11,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2719,งามวงศ์วาน - ดอนเมือง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,3,11,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2722,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,3,11,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2723,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Fair,4,11,2020,ทางตรง,ไม่มีความลาดชัน,0,INJ
2724,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,4,11,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2729,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,5,11,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2733,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Fair,6,11,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2734,แขวงคลองสองต้นนุ่น - พิมพา,รถตู้,Fair,6,11,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2735,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,6,11,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2737,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,7,11,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2742,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,8,11,2020,ทางตรง,ไม่มีความลาดชัน,0,INJ
2744,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,8,11,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2747,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Mostly Cloudy,8,11,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2748,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,8,11,2020,ทางตรง,ไม่มีความลาดชัน,5,INJ
2751,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,10,11,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2756,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Mostly Cloudy,11,11,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2758,บางปะอิน - แขวงรามอินทรา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Mostly Cloudy,12,11,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2761,ดาวคะนอง -  แสมดำ,รถจักรยานยนต์,Partly Cloudy,12,11,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2769,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,14,11,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2774,ดาวคะนอง -  แสมดำ,รถบรรทุก 6 ล้อ,Fair,15,11,2020,ทางโค้งกว้าง,ไม่มีความลาดชัน,4,INJ
2775,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,15,11,2020,ทางตรง,ไม่มีความลาดชัน,5,INJ
2776,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,16,11,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2778,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,16,11,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2779,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,17,11,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2782,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,18,11,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2783,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,18,11,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2784,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,18,11,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2788,ดาวคะนอง -  แสมดำ,รถจักรยานยนต์,Fair,19,11,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2791,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,19,11,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2792,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Fair,20,11,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2793,ดาวคะนอง -  แสมดำ,รถปิคอัพบรรทุก 4 ล้อ,Fair,20,11,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2794,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,21,11,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2802,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Fair,22,11,2020,ทางตรง,ไม่มีความลาดชัน,0,INJ
2815,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,24,11,2020,ทางตรง,ไม่มีความลาดชัน,5,INJ
2820,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,27,11,2020,ทางตรง,ไม่มีความลาดชัน,0,INJ
2822,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,Fair,27,11,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2824,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Fair,27,11,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2828,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Fair,28,11,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2830,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,28,11,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2832,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Fair,28,11,2020,ทางตรง,ไม่มีความลาดชัน,5,INJ
2835,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,28,11,2020,ทางตรง,ไม่มีความลาดชัน,5,INJ
2837,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,29,11,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2838,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,Fair,30,11,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2839,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,11,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2844,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,1,12,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2846,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,1,12,2020,อื่นๆ,ไม่มีความลาดชัน,4,INJ
2848,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,12,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2849,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,12,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2853,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Fair,4,12,2020,ทางตรง,ไม่มีความลาดชัน,0,INJ
2854,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถจักรยานยนต์,Fair,4,12,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2857,แขวงรามอินทรา - บางพลี,รถโดยสารขนาดใหญ่,Fair,4,12,2020,อื่นๆ,ไม่มีความลาดชัน,4,INJ
2863,คลองพระยาสุเรนทร์ - ประเวศ,รถปิคอัพบรรทุก 4 ล้อ,Fair,5,12,2020,ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,ไม่มีความลาดชัน,4,INJ
2868,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,8,12,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2869,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,8,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2870,พระประแดง - บางแค,รถจักรยานยนต์,Fair,9,12,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2871,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุก 6 ล้อ,Fair,9,12,2020,อื่นๆ,ไม่มีความลาดชัน,2,INJ
2882,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Fair,10,12,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2884,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,10,12,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2889,พระประแดง - บางแค,รถปิคอัพบรรทุก 4 ล้อ,Fair,11,12,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2893,พระประแดง - บางแค,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,11,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2896,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Fair,12,12,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2898,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,12,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2901,พระประแดง - บางแค,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,13,12,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2902,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,13,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2905,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,14,12,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2906,บางบอน - โรงพยาบาลบางปะกอก 8,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,14,12,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2908,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,14,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2910,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,14,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2918,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fog,17,12,2020,อื่นๆ,ไม่มีความลาดชัน,0,INJ
2919,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Fair,17,12,2020,ทางตรง,ไม่มีความลาดชัน,0,INJ
2924,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,17,12,2020,ทางตรง,ไม่มีความลาดชัน,5,INJ
2929,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,19,12,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2931,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Partly Cloudy,19,12,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2932,ดาวคะนอง -  แสมดำ,รถจักรยานยนต์,Partly Cloudy,19,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2934,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,19,12,2020,ทางตรง,ไม่มีความลาดชัน,5,INJ
2938,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,20,12,2020,ทางตรง,ไม่มีความลาดชัน,5,INJ
2939,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,21,12,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2940,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,21,12,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2942,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,21,12,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2945,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,21,12,2020,อื่นๆ,ไม่มีความลาดชัน,4,INJ
2946,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,21,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2947,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,22,12,2020,ทางตรง,ไม่มีความลาดชัน,0,INJ
2949,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,22,12,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2950,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,22,12,2020,อื่นๆ,ไม่มีความลาดชัน,4,INJ
2951,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,23,12,2020,ทางตรง,ไม่มีความลาดชัน,0,INJ
2953,แขวงรามอินทรา - บางพลี,รถบรรทุก 6 ล้อ,Fair,23,12,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2956,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,23,12,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2962,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,24,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2963,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,25,12,2020,ทางตรง,ไม่มีความลาดชัน,0,INJ
2964,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Fair,25,12,2020,ทางตรง,ไม่มีความลาดชัน,0,INJ
2975,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,26,12,2020,ทางตรง,ไม่มีความลาดชัน,5,INJ
2977,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,27,12,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2978,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,27,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2982,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,Fair,28,12,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
2984,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,28,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2987,พระประแดง - บางแค,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,29,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
2991,ถนนกัลปพฤกษ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,12,2020,ทางตรง,ไม่มีความลาดชัน,0,INJ
2995,บางบอน - โรงพยาบาลบางปะกอก 8,รถจักรยานยนต์,Fair,30,12,2020,ทางตรง,ไม่มีความลาดชัน,2,INJ
2997,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,12,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
2999,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
3000,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,12,2020,ทางตรง,ไม่มีความลาดชัน,4,INJ
3003,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,31,12,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
3004,งามวงศ์วาน - ดอนเมือง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,31,12,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
3006,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,31,12,2020,ทางตรง,ไม่มีความลาดชัน,5,INJ
3007,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,1,1,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
3009,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถบรรทุก 6 ล้อ,Fair,1,1,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,4,INJ
3013,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,3,1,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
3015,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,4,1,2021,อื่นๆ,ไม่มีความลาดชัน,2,INJ
3016,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Fair,4,1,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3017,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,5,1,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3020,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,6,1,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
3022,หมอชิต-กาญจนาฯ,รถปิคอัพบรรทุก 4 ล้อ,Fair,6,1,2021,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,3,INJ
3030,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,8,1,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
3032,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,9,1,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3037,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,11,1,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3040,ดินแดง-ท่าเรือ,รถปิคอัพบรรทุก 4 ล้อ,Fair,14,1,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
3041,,อื่นๆ,Fair,14,1,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
3042,หมอชิต-กาญจนาฯ,อื่นๆ,Fair,14,1,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
3043,แขวงรามอินทรา - บางพลี,รถบรรทุก 6 ล้อ,Fair,15,1,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
3044,ดาวคะนอง-ท่าเรือ,อื่นๆ,Fair,15,1,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
3052,งามวงศ์วาน - ดอนเมือง,รถปิคอัพบรรทุก 4 ล้อ,Fair,20,1,2021,ทางตรง,ไม่มีความลาดชัน,4,INJ
3055,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,21,1,2021,ทางตรง,ไม่มีความลาดชัน,4,INJ
3056,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,21,1,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
3058,บางนา-ท่าเรือ,รถปิคอัพบรรทุก 4 ล้อ,Fair,22,1,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,5,INJ
3060,ดินแดง-ท่าเรือ,อื่นๆ,Fair,23,1,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
3072,ดินแดง-ท่าเรือ,อื่นๆ,Partly Cloudy,27,1,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
3074,ดาวคะนอง -  แสมดำ,รถปิคอัพบรรทุก 4 ล้อ,Fair,28,1,2021,ทางตรง,ไม่มีความลาดชัน,1,INJ
3081,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,30,1,2021,อื่นๆ,ไม่มีความลาดชัน,0,INJ
3082,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุก 6 ล้อ,Fair,30,1,2021,อื่นๆ,ไม่มีความลาดชัน,2,INJ
3093,ดาวคะนอง-ท่าเรือ,อื่นๆ,Fair,2,2,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,2,INJ
3103,บางนา-ชลบุรี,อื่นๆ,Fair,5,2,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3106,บางนา-ท่าเรือ,อื่นๆ,Fair,6,2,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
3109,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,6,2,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
3111,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,8,2,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
3113,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,9,2,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
3114,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,9,2,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,2,INJ
3115,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,9,2,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3116,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,9,2,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3125,,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,10,2,2021,อื่นๆ,ไม่มีความลาดชัน,1,INJ
3126,บางนา - ทางเข้าท่าอากาศยานสุวรรณภูมิ,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Partly Cloudy,10,2,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
3131,บางปะอิน - แขวงรามอินทรา,รถจักรยานยนต์,Partly Cloudy,11,2,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
