,route_acc,type_acc,cnd_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc,level_acc
4117,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,31,10,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4118,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,31,10,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4119,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,31,10,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4121,พญาไท-ศรีนครินทร์,อื่นๆ,Fair,31,10,2021,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,4,ACC
4123,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,1,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4125,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,1,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4126,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,1,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4128,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,1,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4129,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุก 6 ล้อ,Light Rain,1,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4131,รามอินทรา-วงแหวนรอบนอก,อื่นๆ,Fair,1,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4133,พญาไท-ศรีนครินทร์,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,2,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4134,พญาไท-ศรีนครินทร์,อื่นๆ,Light Rain with Thunder,2,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4135,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,2,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4136,ดินแดง-ท่าเรือ,อื่นๆ,Light Rain,2,11,2021,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,4,ACC
4138,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,Mostly Cloudy,3,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4140,แจ้งวัฒนะ-พญาไท,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,4,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4141,พญาไท-ศรีนครินทร์,รถปิคอัพบรรทุก 4 ล้อ,Fair,4,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4142,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,5,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4143,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Fair,5,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4145,ดินแดง-ท่าเรือ,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,5,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4146,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,6,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4147,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Fair,6,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4148,ดาวคะนอง -  แสมดำ,รถจักรยานยนต์,Fair,7,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4149,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,7,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4152,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,8,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4153,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,8,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4154,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,8,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4155,พญาไท-ศรีนครินทร์,อื่นๆ,Fair,8,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4156,พญาไท-ศรีนครินทร์,รถปิคอัพบรรทุก 4 ล้อ,Fair,8,11,2021,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,3,ACC
4158,แจ้งวัฒนะ-พญาไท,รถปิคอัพบรรทุก 4 ล้อ,Fair,9,11,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,0,ACC
4159,พญาไท-ศรีนครินทร์,อื่นๆ,Partly Cloudy,9,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4162,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,10,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4163,แจ้งวัฒนะ-พญาไท,อื่นๆ,Fair,10,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4164,แจ้งวัฒนะ-พญาไท,อื่นๆ,Fair,10,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4165,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,10,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4166,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,10,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4167,แจ้งวัฒนะ-พญาไท,รถปิคอัพบรรทุก 4 ล้อ,Fair,10,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4168,แจ้งวัฒนะ-พญาไท,อื่นๆ,Fair,11,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4169,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุก 6 ล้อ,Fair,11,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4170,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,12,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4171,ดินแดง-ท่าเรือ,อื่นๆ,Fair,12,11,2021,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,2,ACC
4173,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,12,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4174,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Fair,12,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4175,รามอินทรา-วงแหวนรอบนอก,อื่นๆ,Fair,12,11,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,3,ACC
4176,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,13,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4177,บางนา-ท่าเรือ,อื่นๆ,Fair,14,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4179,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,15,11,2021,อื่นๆ,ไม่มีความลาดชัน,1,ACC
4180,หมอชิต-กาญจนาฯ,รถปิคอัพบรรทุก 4 ล้อ,Fair,15,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4183,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,16,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4184,มหาวิทยาลัยเกษตรศาสตร์ - คันนายาว,อื่นๆ,Mostly Cloudy,16,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4185,มหาวิทยาลัยเกษตรศาสตร์ - คันนายาว,อื่นๆ,Fair,16,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4186,แจ้งวัฒนะ-พญาไท,อื่นๆ,Fair,16,11,2021,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,2,ACC
4187,งามวงศ์วาน - ดอนเมือง,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,16,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4188,มหาวิทยาลัยเกษตรศาสตร์ - คันนายาว,อื่นๆ,Fair,17,11,2021,ทางตรง,ไม่มีความลาดชัน,0,ACC
4189,ทางเข้าถนนสุขสวัสดิ์สู่ถนนวงแหวนอุตสาหกรรม,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,17,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4190,ดาวคะนอง-ท่าเรือ,รถปิคอัพบรรทุก 4 ล้อ,Fair,17,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4191,แขวงคลองสองต้นนุ่น - พิมพา,อื่นๆ,Fair,17,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4192,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,Fair,17,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4193,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,17,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4194,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Fair,17,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4197,บางปะอิน - แขวงรามอินทรา,อื่นๆ,Mostly Cloudy,18,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4198,บางนา-ชลบุรี,อื่นๆ,Fair,18,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4200,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,19,11,2021,ทางตรง,ไม่มีความลาดชัน,0,ACC
4201,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,19,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4202,บางนา-ท่าเรือ,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,19,11,2021,ทางร่วม,ไม่มีความลาดชัน,1,ACC
4203,แยกเคหะร่มเกล้า - ลาดกระบัง,อื่นๆ,Fair,19,11,2021,อื่นๆ,ไม่มีความลาดชัน,2,ACC
4206,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,19,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4208,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,19,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4209,พญาไท-ศรีนครินทร์,อื่นๆ,Fair,19,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4212,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,20,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4213,พญาไท-ศรีนครินทร์,อื่นๆ,Partly Cloudy,20,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4214,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,20,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4215,ดาวคะนอง-ท่าเรือ,อื่นๆ,Fair,20,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4216,ดินแดง-ท่าเรือ,อื่นๆ,Fair,20,11,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,4,ACC
4217,อรุณอมรินทร์ - พุทธมณฑลสาย 4,อื่นๆ,Fair,21,11,2021,อื่นๆ,ไม่มีความลาดชัน,0,ACC
4218,หมอชิต-กาญจนาฯ,อื่นๆ,Fair,21,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4220,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,21,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4221,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,Fair,21,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4222,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,22,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4224,แขวงรามอินทรา - บางพลี,รถบรรทุก 6 ล้อ,Fair,22,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4225,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,22,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4226,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,23,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4227,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,23,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4228,บางปะอิน-แจ้งวัฒนะ,อื่นๆ,Partly Cloudy,23,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4230,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,24,11,2021,ทางตรง,ไม่มีความลาดชัน,0,ACC
4231,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,24,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4232,แขวงคลองสองต้นนุ่น - พิมพา,รถตู้,Fair,25,11,2021,ทางตรง,ไม่มีความลาดชัน,0,ACC
4233,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Partly Cloudy,25,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4234,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,25,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4235,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,25,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4236,หมอชิต-กาญจนาฯ,อื่นๆ,Fair,25,11,2021,อื่นๆ,ไม่มีความลาดชัน,4,ACC
4237,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,25,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4238,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,25,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4239,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,26,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4240,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,26,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4241,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,26,11,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,3,ACC
4242,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,26,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4243,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,26,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4244,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,26,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4245,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Fair,26,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4246,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,27,11,2021,ทางตรง,ไม่มีความลาดชัน,0,ACC
4248,แจ้งวัฒนะ-พญาไท,อื่นๆ,Fair,27,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4249,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,อื่นๆ,Fair,27,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4250,บางพลี-สุขสวัสดิ์,อื่นๆ,Fair,27,11,2021,อื่นๆ,ไม่มีความลาดชัน,2,ACC
4251,ถนนศรีนครินทร์ - ลาดกระบัง,อื่นๆ,Fair,27,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4255,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,27,11,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4256,พญาไท-ศรีนครินทร์,อื่นๆ,Fair,28,11,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,0,ACC
4257,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,28,11,2021,ทางตรง,ไม่มีความลาดชัน,0,ACC
4261,ดาวคะนอง-ท่าเรือ,อื่นๆ,Fair,28,11,2021,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,2,ACC
4262,บางนา-ท่าเรือ,อื่นๆ,Fair,28,11,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4263,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,28,11,2021,อื่นๆ,ไม่มีความลาดชัน,3,ACC
4264,บางนา-ท่าเรือ,อื่นๆ,Fair,28,11,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,4,ACC
4265,ดินแดง-ท่าเรือ,อื่นๆ,Fair,29,11,2021,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,0,ACC
4266,อรุณอมรินทร์ - พุทธมณฑลสาย 4,อื่นๆ,Fair,29,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4267,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,29,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4268,บางนา-ท่าเรือ,อื่นๆ,Fair,29,11,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4269,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,29,11,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4270,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,30,11,2021,อื่นๆ,ไม่มีความลาดชัน,0,ACC
4271,ดาวคะนอง-ท่าเรือ,อื่นๆ,Fair,30,11,2021,ทางร่วม,ไม่มีความลาดชัน,2,ACC
4272,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,11,2021,อื่นๆ,ไม่มีความลาดชัน,3,ACC
4274,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Fair,1,12,2021,ทางตรง,ไม่มีความลาดชัน,0,ACC
4276,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,1,12,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4277,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,1,12,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4278,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,1,12,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4280,บางปะอิน - แขวงรามอินทรา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,2,12,2021,ทางตรง,ไม่มีความลาดชัน,0,ACC
4281,บางแค - คลองมหาสวัสดิ์,อื่นๆ,Fair,2,12,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4282,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Fair,2,12,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4285,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,3,12,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4286,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,3,12,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4287,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,3,12,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4288,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,4,12,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4296,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,Fair,5,12,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4298,พญาไท-บางโคล่,อื่นๆ,Fair,5,12,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4299,ดาวคะนอง-ท่าเรือ,รถปิคอัพบรรทุก 4 ล้อ,Fair,5,12,2021,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,2,ACC
4300,แจ้งวัฒนะ-พญาไท,อื่นๆ,Fair,5,12,2021,ทางสามแยก (Y),ไม่มีความลาดชัน,3,ACC
4301,คันนายาว - แยกเข้ามีนบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,5,12,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4302,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,5,12,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4303,ถนนศรีนครินทร์ - ลาดกระบัง,รถปิคอัพบรรทุก 4 ล้อ,Fair,6,12,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4307,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,7,12,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4310,บางปะอิน - แขวงรามอินทรา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,8,12,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4312,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,9,12,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4313,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,10,12,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4314,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,10,12,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4315,ดาวคะนอง-ท่าเรือ,อื่นๆ,Fair,10,12,2021,ทางสามแยก (Y),ไม่มีความลาดชัน,2,ACC
4316,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,10,12,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4317,พญาไท-ศรีนครินทร์,อื่นๆ,Fair,10,12,2021,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,3,ACC
4319,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,11,12,2021,ทางตรง,ไม่มีความลาดชัน,2,ACC
4320,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,11,12,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4327,ดินแดง-ท่าเรือ,อื่นๆ,Fair,14,12,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,0,ACC
4328,บางนา-ท่าเรือ,อื่นๆ,Fair,14,12,2021,ทางสามแยก (Y),ไม่มีความลาดชัน,0,ACC
4329,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,14,12,2021,ทางตรง,ไม่มีความลาดชัน,1,ACC
4330,คู้บอน - ประเวศ,อื่นๆ,Fair,14,12,2021,ทางโค้งกว้าง,ที่ลาดชัน,2,ACC
4332,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,Fair,14,12,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4333,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,14,12,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
4334,แขวงรามอินทรา - บางพลี,รถบรรทุก 6 ล้อ,Fair,14,12,2021,ทางตรง,ไม่มีความลาดชัน,4,ACC
4336,แจ้งวัฒนะ-พญาไท,อื่นๆ,Fair,15,12,2021,ทางตรง,ไม่มีความลาดชัน,0,ACC
4337,อุดมสุข - สมุทรปราการ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,15,12,2021,ทางตรง,ไม่มีความลาดชัน,0,ACC
4341,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,15,12,2021,ทางตรง,ไม่มีความลาดชัน,3,ACC
