,route_acc,type_acc,climate_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc
2283,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,3,8,2020,ทางตรง,ไม่มีความลาดชัน,0
2284,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,3,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2285,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,3,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2286,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,แจ่มใส,3,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2287,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,3,8,2020,อื่นๆ,ไม่มีความลาดชัน,2
2288,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,3,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2289,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,4,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2291,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ฝนตก,4,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2294,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,6,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2296,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,6,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2298,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,7,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2299,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,7,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2300,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,7,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2304,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,8,8,2020,อื่นๆ,ไม่มีความลาดชัน,1
2305,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,8,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2307,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,แจ่มใส,9,8,2020,อื่นๆ,ไม่มีความลาดชัน,2
2308,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,9,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2309,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,แจ่มใส,10,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2310,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,10,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2312,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,11,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2313,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,11,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2315,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,11,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2316,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,11,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2317,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,12,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2318,แขวงรามอินทรา - บางพลี,รถบรรทุก 6 ล้อ,แจ่มใส,12,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2319,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,12,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2323,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ฝนตก,13,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2324,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,13,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2325,ดินแดง - งามวงศ์วาน,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,14,8,2020,ทางตรง,ไม่มีความลาดชัน,0
2326,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ฝนตก,14,8,2020,ทางตรง,ไม่มีความลาดชัน,0
2328,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,14,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2331,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,14,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2332,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,14,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2333,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ฝนตก,14,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2334,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,14,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2336,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,14,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2337,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,14,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2339,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,15,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2340,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,15,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2341,บางแค - คลองมหาสวัสดิ์,รถบรรทุก 6 ล้อ,แจ่มใส,15,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2343,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,แจ่มใส,16,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2344,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,16,8,2020,อื่นๆ,ไม่มีความลาดชัน,3
2345,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,17,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2347,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,18,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2348,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,18,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2349,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถบรรทุก 6 ล้อ,แจ่มใส,19,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2351,บางปะอิน - แขวงรามอินทรา,รถบรรทุก 6 ล้อ,แจ่มใส,19,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2352,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,19,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2353,บางแค - คลองมหาสวัสดิ์,รถบรรทุก 6 ล้อ,แจ่มใส,19,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2354,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,20,8,2020,อื่นๆ,ไม่มีความลาดชัน,0
2357,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,20,8,2020,อื่นๆ,ไม่มีความลาดชัน,2
2358,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,20,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2359,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,20,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2360,งามวงศ์วาน - ดอนเมือง,อื่นๆ,แจ่มใส,21,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2361,งามวงศ์วาน - ดอนเมือง,อื่นๆ,แจ่มใส,21,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2362,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,อื่นๆ,แจ่มใส,21,8,2020,ทางโค้งกว้าง,ไม่มีความลาดชัน,2
2364,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถโดยสารขนาดใหญ่,แจ่มใส,22,8,2020,ทางตรง,ไม่มีความลาดชัน,0
2365,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,22,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2367,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,22,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2368,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,22,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2371,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,22,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2372,แขวงรามอินทรา - บางพลี,รถตู้,ฝนตก,22,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2373,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถบรรทุก 6 ล้อ,แจ่มใส,22,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2374,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,23,8,2020,ทางตรง,ไม่มีความลาดชัน,0
2375,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,23,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2376,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,23,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2378,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,24,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2379,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,24,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2380,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,24,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2381,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,24,8,2020,อื่นๆ,ไม่มีความลาดชัน,3
2382,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,24,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2383,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,24,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2385,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,25,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2386,ดาวคะนอง -  แสมดำ,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,26,8,2020,อื่นๆ,ไม่มีความลาดชัน,0
2387,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,26,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2388,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,26,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2389,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,26,8,2020,ทางโค้งกว้าง,ไม่มีความลาดชัน,3
2390,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,27,8,2020,อื่นๆ,ไม่มีความลาดชัน,1
2392,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,แจ่มใส,27,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2393,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,แจ่มใส,27,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2395,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,28,8,2020,ทางตรง,ไม่มีความลาดชัน,0
2396,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุก 6 ล้อ,แจ่มใส,28,8,2020,ทางตรง,ไม่มีความลาดชัน,0
2397,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,แจ่มใส,28,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2398,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,28,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2399,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,28,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2400,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,28,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2402,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,29,8,2020,ทางตรง,ไม่มีความลาดชัน,3
2404,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,29,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2405,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,29,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2406,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,30,8,2020,ทางตรง,ไม่มีความลาดชัน,1
2407,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,30,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2409,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,30,8,2020,ทางตรง,ไม่มีความลาดชัน,4
2410,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,31,8,2020,อื่นๆ,ไม่มีความลาดชัน,2
2412,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,31,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2413,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,31,8,2020,ทางตรง,ไม่มีความลาดชัน,2
2414,บางแค - คลองมหาสวัสดิ์,รถบรรทุก 6 ล้อ,ฝนตก,1,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2415,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,1,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2417,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,1,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2418,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,1,9,2020,ทางตรง,ไม่มีความลาดชัน,4
2419,บางแค - คลองมหาสวัสดิ์,อื่นๆ,แจ่มใส,2,9,2020,ทางโค้งกว้าง,ไม่มีความลาดชัน,1
2420,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,แจ่มใส,2,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2421,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,2,9,2020,ทางตรง,ไม่มีความลาดชัน,4
2423,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,3,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2424,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,3,9,2020,อื่นๆ,ไม่มีความลาดชัน,2
2425,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,3,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2427,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,3,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2431,บางปะอิน - แขวงรามอินทรา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,แจ่มใส,4,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2434,บางแค - คลองมหาสวัสดิ์,รถปิคอัพโดยสาร,แจ่มใส,4,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2438,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,5,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2439,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,5,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2441,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,5,9,2020,ทางตรง,ไม่มีความลาดชัน,4
2442,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,5,9,2020,ทางตรง,ไม่มีความลาดชัน,4
2445,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,6,9,2020,ทางโค้งกว้าง,ไม่มีความลาดชัน,1
2446,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,6,9,2020,อื่นๆ,ไม่มีความลาดชัน,1
2448,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,6,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2449,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,6,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2452,บางปะอิน - แขวงรามอินทรา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,6,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2453,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,6,9,2020,อื่นๆ,ไม่มีความลาดชัน,4
2454,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,6,9,2020,ทางตรง,ไม่มีความลาดชัน,4
2457,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,7,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2458,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,7,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2461,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,8,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2462,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2463,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2464,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2465,ดาวคะนอง -  แสมดำ,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,8,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2466,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2467,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,8,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2468,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2470,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถตู้,แจ่มใส,9,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2471,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,9,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2472,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,9,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2474,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,10,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2477,ดาวคะนอง -  แสมดำ,รถโดยสารขนาดใหญ่,แจ่มใส,10,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2478,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,10,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2481,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,10,9,2020,อื่นๆ,ไม่มีความลาดชัน,4
2485,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,11,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2489,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,12,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2490,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,12,9,2020,อื่นๆ,ไม่มีความลาดชัน,2
2491,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,12,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2492,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,13,9,2020,ทางตรง,ไม่มีความลาดชัน,0
2495,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,13,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2496,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,14,9,2020,ทางโค้งกว้าง,ที่ลาดชัน,2
2498,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,14,9,2020,ทางตรง,ไม่มีความลาดชัน,4
2500,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,15,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2501,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,15,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2502,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,16,9,2020,ทางตรง,ไม่มีความลาดชัน,0
2503,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,16,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2504,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,16,9,2020,ทางตรง,ไม่มีความลาดชัน,3
