,route_acc,type_acc,climate_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc
1557,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,6,2,2020,ทางตรง,ไม่มีความลาดชัน,2
1558,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,6,2,2020,ทางตรง,ไม่มีความลาดชัน,2
1560,ทางยกระดับบางกอกน้อย - นครชัยศรี,อื่นๆ,แจ่มใส,7,2,2020,อื่นๆ,ไม่มีความลาดชัน,1
1562,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,7,2,2020,ทางตรง,ไม่มีความลาดชัน,4
1563,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,7,2,2020,ทางตรง,ไม่มีความลาดชัน,4
1565,แขวงคลองสองต้นนุ่น - พิมพา,อื่นๆ,แจ่มใส,8,2,2020,ทางโค้งกว้าง,ไม่มีความลาดชัน,1
1566,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,9,2,2020,ทางตรง,ไม่มีความลาดชัน,1
1567,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,แจ่มใส,9,2,2020,ทางตรง,ไม่มีความลาดชัน,3
1568,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถบรรทุก 6 ล้อ,แจ่มใส,9,2,2020,ทางตรง,ไม่มีความลาดชัน,3
1570,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,9,2,2020,ทางตรง,ไม่มีความลาดชัน,4
1572,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุก 6 ล้อ,แจ่มใส,10,2,2020,ทางตรง,ไม่มีความลาดชัน,2
1573,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,แจ่มใส,11,2,2020,ทางตรง,ไม่มีความลาดชัน,1
1574,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,11,2,2020,ทางตรง,ไม่มีความลาดชัน,1
1575,คันนายาว - แยกเข้ามีนบุรี,อื่นๆ,แจ่มใส,11,2,2020,ทางตรง,ไม่มีความลาดชัน,1
1576,คลองประปา - คันนายาว,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,11,2,2020,ทางตรง,ไม่มีความลาดชัน,2
1577,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,11,2,2020,ทางตรง,ไม่มีความลาดชัน,3
1579,คลองประปา - คันนายาว,อื่นๆ,แจ่มใส,12,2,2020,ทางตรง,ไม่มีความลาดชัน,1
1580,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,12,2,2020,อื่นๆ,ไม่มีความลาดชัน,1
1581,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,12,2,2020,ทางตรง,ไม่มีความลาดชัน,2
1582,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,12,2,2020,ทางตรง,ไม่มีความลาดชัน,2
1585,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,13,2,2020,ทางตรง,ไม่มีความลาดชัน,0
1587,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,แจ่มใส,13,2,2020,ทางโค้งกว้าง,ไม่มีความลาดชัน,2
1588,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,13,2,2020,ทางตรง,ไม่มีความลาดชัน,4
1589,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,13,2,2020,ทางตรง,ไม่มีความลาดชัน,4
1590,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,13,2,2020,ทางตรง,ไม่มีความลาดชัน,4
1591,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,14,2,2020,ทางตรง,ไม่มีความลาดชัน,1
1592,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,แจ่มใส,14,2,2020,ทางตรง,ไม่มีความลาดชัน,1
1594,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,14,2,2020,ทางตรง,ไม่มีความลาดชัน,2
1596,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,14,2,2020,ทางตรง,ไม่มีความลาดชัน,3
